,Movie_Name,Director1,Director2,Director3,Duration,year,Ratings,Metascore,Sno
316,Summer Wars,Mamoru Hosoda,N/A,N/A,114 min,2009,7.4,63,317
317,Mesrine: Public Enemy No,Jean-François Richet,N/A,N/A,133 min,2008,7.4,72,318
318,Dungeons & Dragons: Honor Among Thieves,John Francis Daley,Jonathan Goldstein,N/A,134 min,2023,7.3,72,319
319,Bullet Train,David Leitch,N/A,N/A,127 min,2022,7.3,49,320
320,Fast Five,Justin Lin,N/A,N/A,130 min,2011,7.3,66,321
321,Tenet,Christopher Nolan,N/A,N/A,150 min,2020,7.3,69,322
322,Ant-Man,Peyton Reed,N/A,N/A,117 min,2015,7.3,64,323
323,Starship Troopers,Paul Verhoeven,N/A,N/A,129 min,1997,7.3,52,324
324,No Time to Die,Cary Joji Fukunaga,N/A,N/A,163 min,2021,7.3,68,325
325,True Lies,James Cameron,N/A,N/A,141 min,1994,7.3,63,326
326,Men in Black,Barry Sonnenfeld,N/A,N/A,98 min,1997,7.3,71,327
327,The Accountant,Gavin O'Connor,N/A,N/A,128 min,2016,7.3,51,328
328,The Nice Guys,Shane Black,N/A,N/A,116 min,2016,7.3,70,329
329,Dawn of the Dead,Zack Snyder,N/A,N/A,101 min,2004,7.3,59,330
330,Black Panther,Ryan Coogler,N/A,N/A,134 min,2018,7.3,88,331
331,Speed,Jan de Bont,N/A,N/A,116 min,1994,7.3,78,332
332,Avengers: Age of Ultron,Joss Whedon,N/A,N/A,141 min,2015,7.3,66,333
333,Beverly Hills Cop,Martin Brest,N/A,N/A,105 min,1984,7.3,66,334
334,Face/Off,John Woo,N/A,N/A,138 min,1997,7.3,82,335
335,X-Men,Bryan Singer,N/A,N/A,104 min,2000,7.3,64,336
336,13 Hours,Michael Bay,N/A,N/A,144 min,2016,7.3,48,337
337,Alita: Battle Angel,Robert Rodriguez,N/A,N/A,122 min,2019,7.3,53,338
338,American Sniper,Clint Eastwood,N/A,N/A,133 min,2014,7.3,72,339
339,The Karate Kid,John G. Avildsen,N/A,N/A,126 min,1984,7.3,60,340
340,El Camino: A Breaking Bad Movie,Vince Gilligan,N/A,N/A,122 min,2019,7.3,72,341
341,Pirates of the Caribbean: Dead Man's Chest,Gore Verbinski,N/A,N/A,151 min,2006,7.3,53,342
342,Raya and the Last Dragon,Don Hall,Carlos López Estrada,Paul Briggs,107 min,2021,7.3,74,343
343,The Lego Batman Movie,Chris McKay,N/A,N/A,104 min,2017,7.3,75,344
344,Equilibrium,Kurt Wimmer,N/A,N/A,107 min,2002,7.3,33,345
345,Patriots Day,Peter Berg,N/A,N/A,133 min,2016,7.3,69,346
346,Southpaw,Antoine Fuqua,N/A,N/A,124 min,2015,7.3,57,347
347,Layer Cake,Matthew Vaughn,N/A,N/A,105 min,2004,7.3,73,348
348,Megamind,Tom McGrath,N/A,N/A,95 min,2010,7.3,63,349
349,Eye in the Sky,Gavin Hood,N/A,N/A,102 min,2015,7.3,73,350
350,The Adventures of Tintin,Steven Spielberg,N/A,N/A,107 min,2011,7.3,68,351
351,Enemy of the State,Tony Scott,N/A,N/A,132 min,1998,7.3,67,352
352,Okja,Bong Joon Ho,N/A,N/A,120 min,2017,7.3,75,353
353,To Live and Die in L.A,William Friedkin,N/A,N/A,116 min,1985,7.3,81,354
354,The Next Three Days,Paul Haggis,N/A,N/A,133 min,2010,7.3,52,355
355,The Negotiator,F. Gary Gray,N/A,N/A,140 min,1998,7.3,62,356
356,Invictus,Clint Eastwood,N/A,N/A,134 min,2009,7.3,74,357
357,Nikita,Luc Besson,N/A,N/A,117 min,1990,7.3,56,358
358,Star Trek IV: The Voyage Home,Leonard Nimoy,N/A,N/A,119 min,1986,7.3,71,359
359,Crimson Tide,Tony Scott,N/A,N/A,116 min,1995,7.3,66,360
360,Grosse Pointe Blank,George Armitage,N/A,N/A,107 min,1997,7.3,76,361
361,Running Scared,Wayne Kramer,N/A,N/A,122 min,2006,7.3,41,362
362,Shaolin Soccer,Stephen Chow,N/A,N/A,87 min,2001,7.3,68,363
363,Assault on Precinct 13,John Carpenter,N/A,N/A,91 min,1976,7.3,89,364
364,Jason and the Argonauts,Don Chaffey,N/A,N/A,104 min,1963,7.3,69,365
365,The Getaway,Sam Peckinpah,N/A,N/A,123 min,1972,7.3,55,366
366,Red Cliff,John Woo,N/A,N/A,148 min,2008,7.3,73,367
367,Bacurau,Juliano Dornelles,Kleber Mendonça Filho,N/A,131 min,2019,7.3,82,368
368,Get Carter,Mike Hodges,N/A,N/A,112 min,1971,7.3,80,369
369,Ghajini,A.R. Murugadoss,N/A,N/A,186 min,2008,7.3,N/A,370
370,Max Manus: Man of War,Joachim Rønning,Espen Sandberg,N/A,118 min,2008,7.3,60,371
371,The Baader Meinhof Complex,Uli Edel,N/A,N/A,150 min,2008,7.3,76,372
372,Master,Lokesh Kanagaraj,N/A,N/A,178 min,2021,7.3,N/A,373
373,The Suicide Squad,James Gunn,N/A,N/A,132 min,2021,7.2,72,374
374,The Hunger Games,Gary Ross,N/A,N/A,142 min,2012,7.2,68,375
375,From Dusk Till Dawn,Robert Rodriguez,N/A,N/A,108 min,1996,7.2,48,376
376,The Equalizer,Antoine Fuqua,N/A,N/A,132 min,2014,7.2,57,377
377,Willow,Ron Howard,N/A,N/A,126 min,1988,7.2,47,378
378,Point Break,Kathryn Bigelow,N/A,N/A,122 min,1991,7.2,59,379
379,The Man from U.N.C.L.E,Guy Ritchie,N/A,N/A,116 min,2015,7.2,56,380
380,Kingdom of Heaven,Ridley Scott,N/A,N/A,144 min,2005,7.2,63,381
381,21 Jump Street,Phil Lord,Christopher Miller,N/A,109 min,2012,7.2,69,382
382,Natural Born Killers,Oliver Stone,N/A,N/A,119 min,1994,7.2,74,383
383,GoldenEye,Martin Campbell,N/A,N/A,130 min,1995,7.2,65,384
384,Unbroken,Angelina Jolie,N/A,N/A,137 min,2014,7.2,59,385
385,The Matrix Reloaded,Lana Wachowski,Lilly Wachowski,N/A,138 min,2003,7.2,62,386
386,They Live,John Carpenter,N/A,N/A,94 min,1988,7.2,55,387
387,King Kong,Peter Jackson,N/A,N/A,187 min,2005,7.2,81,388
388,The Patriot,Roland Emmerich,N/A,N/A,165 min,2000,7.2,63,389
389,I Am Legend,Francis Lawrence,N/A,N/A,101 min,2007,7.2,65,390
390,The Life Aquatic with Steve Zissou,Wes Anderson,N/A,N/A,119 min,2004,7.2,62,391
391,The Croods,Kirk DeMicco,Chris Sanders,N/A,98 min,2013,7.2,55,392
392,Big Trouble in Little China,John Carpenter,N/A,N/A,99 min,1986,7.2,53,393
393,Rango,Gore Verbinski,N/A,N/A,107 min,2011,7.2,75,394
394,RocknRolla,Guy Ritchie,N/A,N/A,114 min,2008,7.2,53,395
395,Old Henry,Potsy Ponciroli,N/A,N/A,99 min,2021,7.2,69,396
396,Dr,Terence Young,N/A,N/A,110 min,1962,7.2,78,397
397,Friday Night Lights,Peter Berg,N/A,N/A,118 min,2004,7.2,70,398
398,Team America: World Police,Trey Parker,N/A,N/A,98 min,2004,7.2,64,399
399,Ronin,John Frankenheimer,N/A,N/A,122 min,1998,7.2,67,400
400,Kung Fu Panda 2,Jennifer Yuh Nelson,N/A,N/A,90 min,2011,7.2,67,401
401,Batman v Superman: Dawn of Justice,Zack Snyder,N/A,N/A,182 min,2016,7.2,N/A,402
402,Runaway Train,Andrey Konchalovskiy,N/A,N/A,111 min,1985,7.2,67,403
403,Star Trek VI: The Undiscovered Country,Nicholas Meyer,N/A,N/A,110 min,1991,7.2,65,404
404,The Italian Job,Peter Collinson,N/A,N/A,99 min,1969,7.2,70,405
405,Anthropoid,Sean Ellis,N/A,N/A,120 min,2016,7.2,59,406
406,War Horse,Steven Spielberg,N/A,N/A,146 min,2011,7.2,72,407
407,Magnum Force,Ted Post,N/A,N/A,124 min,1973,7.2,58,408
408,In the Line of Fire,Wolfgang Petersen,N/A,N/A,128 min,1993,7.2,74,409
409,Silverado,Lawrence Kasdan,N/A,N/A,133 min,1985,7.2,64,410
410,Rise of the Guardians,Peter Ramsey,N/A,N/A,97 min,2012,7.2,58,411
411,The Way of the Dragon,Bruce Lee,N/A,N/A,90 min,1972,7.2,58,412
412,Vanishing Point,Richard C. Sarafian,N/A,N/A,99 min,1971,7.2,61,413
413,Lethal Weapon 2,Richard Donner,N/A,N/A,114 min,1989,7.2,70,414
414,The Transformers: The Movie,Nelson Shin,N/A,N/A,84 min,1986,7.2,43,415
415,Arlington Road,Mark Pellington,N/A,N/A,117 min,1999,7.2,65,416
416,Kon-Tiki,Joachim Rønning,Espen Sandberg,N/A,118 min,2012,7.2,62,417
417,The Hitcher,Robert Harmon,N/A,N/A,97 min,1986,7.2,32,418
418,The Witcher: Nightmare of the Wolf,Kwang Il Han,N/A,N/A,83 min,2021,7.2,67,419
419,Django,Sergio Corbucci,N/A,N/A,91 min,1966,7.2,75,420
420,The Siege of Jadotville,Richie Smyth,N/A,N/A,108 min,2016,7.2,N/A,421
421,'71,Yann Demange,N/A,N/A,99 min,2014,7.2,83,422
422,Bajirao Mastani,Sanjay Leela Bhansali,N/A,N/A,158 min,2015,7.2,N/A,423
423,Fist of Fury,Wei Lo,N/A,N/A,107 min,1972,7.2,68,424
424,Harry Brown,Daniel Barber,N/A,N/A,103 min,2009,7.2,55,425
425,The Good the Bad the Weird,Jee-woon Kim,N/A,N/A,130 min,2008,7.2,69,426
426,Marshland,Alberto Rodríguez,N/A,N/A,105 min,2014,7.2,N/A,427
427,Final Fantasy VII: Advent Children,Tetsuya Nomura,Takeshi Nozue,N/A,101 min,2005,7.2,N/A,428
428,Mongol: The Rise of Genghis Khan,Sergei Bodrov,N/A,N/A,126 min,2007,7.2,74,429
429,Holiday: A Soldier is Never Off Duty,A.R. Murugadoss,N/A,N/A,160 min,2014,7.2,N/A,430
430,Furious 7,James Wan,N/A,N/A,137 min,2015,7.1,67,431
431,The Mummy,Stephen Sommers,N/A,N/A,124 min,1999,7.1,48,432
432,Mission: Impossible,Brian De Palma,N/A,N/A,110 min,1996,7.1,59,433
433,Free Guy,Shawn Levy,N/A,N/A,115 min,2021,7.1,62,434
434,Wrath of Man,Guy Ritchie,N/A,N/A,119 min,2021,7.1,57,435
435,Tropic Thunder,Ben Stiller,N/A,N/A,107 min,2008,7.1,71,436
436,Prey,Dan Trachtenberg,N/A,N/A,100 min,2022,7.1,71,437
437,Man of Steel,Zack Snyder,N/A,N/A,143 min,2013,7.1,55,438
438,Everest,Baltasar Kormákur,N/A,N/A,121 min,2015,7.1,64,439
439,Blade,Stephen Norrington,N/A,N/A,120 min,1998,7.1,47,440
440,Shooter,Antoine Fuqua,N/A,N/A,124 min,2007,7.1,53,441
441,Batman Returns,Tim Burton,N/A,N/A,126 min,1992,7.1,68,442
442,Highlander,Russell Mulcahy,N/A,N/A,116 min,1986,7.1,24,443
443,Iron Man 3,Shane Black,N/A,N/A,130 min,2013,7.1,62,444
444,WarGames,John Badham,N/A,N/A,114 min,1983,7.1,77,445
445,Dredd,Pete Travis,N/A,N/A,95 min,2012,7.1,60,446
446,Snowpiercer,Bong Joon Ho,N/A,N/A,126 min,2013,7.1,84,447
447,Pirates of the Caribbean: At World's End,Gore Verbinski,N/A,N/A,169 min,2007,7.1,50,448
448,American Made,Doug Liman,N/A,N/A,115 min,2017,7.1,65,449
449,Creed II,Steven Caple Jr.,N/A,N/A,130 min,2018,7.1,66,450
450,DC League of Super-Pets,Jared Stern,Sam J. Levine,N/A,105 min,2022,7.1,56,451
451,Desperado,Robert Rodriguez,N/A,N/A,104 min,1995,7.1,55,452
452,"I, Robot",Alex Proyas,N/A,N/A,115 min,2004,7.1,59,453
453,Escape from New York,John Carpenter,N/A,N/A,99 min,1981,7.1,76,454
454,We Were Soldiers,Randall Wallace,N/A,N/A,138 min,2002,7.1,65,455
455,Live Free or Die Hard,Len Wiseman,N/A,N/A,128 min,2007,7.1,69,456
456,Allied,Robert Zemeckis,N/A,N/A,124 min,2016,7.1,60,457
457,The Poseidon Adventure,Ronald Neame,N/A,N/A,117 min,1972,7.1,70,458
458,Kung Fu Panda 3,Alessandro Carloni,Jennifer Yuh Nelson,N/A,95 min,2016,7.1,66,459
459,Planet Terror,Robert Rodriguez,N/A,N/A,105 min,2007,7.1,N/A,460
460,Casualties of War,Brian De Palma,N/A,N/A,113 min,1989,7.1,75,461
461,No Way Out,Roger Donaldson,N/A,N/A,114 min,1987,7.1,77,462
462,Rocky Balboa,Sylvester Stallone,N/A,N/A,102 min,2006,7.1,63,463
463,Deepwater Horizon,Peter Berg,N/A,N/A,107 min,2016,7.1,68,464
464,Deja Vu,Tony Scott,N/A,N/A,126 min,2006,7.1,59,465
465,Defiance,Edward Zwick,N/A,N/A,137 min,2008,7.1,58,466
466,Three Kings,David O. Russell,N/A,N/A,114 min,1999,7.1,82,467
467,Die Hard 2,Renny Harlin,N/A,N/A,124 min,1990,7.1,67,468
468,Brawl in Cell Block 99,S. Craig Zahler,N/A,N/A,132 min,2017,7.1,79,469
469,Payback,Brian Helgeland,N/A,N/A,100 min,1999,7.1,46,470
470,Flags of Our Fathers,Clint Eastwood,N/A,N/A,135 min,2006,7.1,79,471
471,Ong-Bak: The Thai Warrior,Prachya Pinkaew,N/A,N/A,105 min,2003,7.1,69,472
472,Megan Leavey,Gabriela Cowperthwaite,N/A,N/A,116 min,2017,7.1,66,473
473,District B13,Pierre Morel,N/A,N/A,84 min,2004,7.1,70,474
474,Mosul,Matthew Michael Carnahan,N/A,N/A,101 min,2019,7.1,71,475
475,The Girl Who Played with Fire,Daniel Alfredson,N/A,N/A,129 min,2009,7.1,66,476
476,God Bless America,Bobcat Goldthwait,N/A,N/A,105 min,2011,7.1,56,477
477,In Order of Disappearance,Hans Petter Moland,N/A,N/A,116 min,2014,7.1,74,478
478,Kaabil,Sanjay Gupta,N/A,N/A,139 min,2017,7.1,N/A,479
479,JCVD,Mabrouk El Mechri,N/A,N/A,97 min,2008,7.1,64,480
480,Dragon Ball Z: Battle of Gods,Masahiro Hosoda,N/A,N/A,85 min,2013,7.1,N/A,481
481,Don,Farhan Akhtar,N/A,N/A,171 min,2006,7.1,N/A,482
482,Micmacs,Jean-Pierre Jeunet,N/A,N/A,105 min,2009,7.1,62,483
483,Koi..,Rakesh Roshan,N/A,N/A,171 min,2003,7.1,N/A,484
484,Fanaa,Kunal Kohli,N/A,N/A,168 min,2006,7.1,N/A,485
485,Marighella,Wagner Moura,N/A,N/A,155 min,2019,7.1,N/A,486
486,Enthiran,S. Shankar,N/A,N/A,174 min,2010,7.1,N/A,487
487,Gabbar Is Back,Radha Krishna Jagarlamudi,N/A,N/A,128 min,2015,7.1,N/A,488
488,Sisu,Jalmari Helander,N/A,N/A,91 min,2022,7.0,70,489
489,Thor,Kenneth Branagh,N/A,N/A,115 min,2011,7.0,57,490
490,Fast & Furious 6,Justin Lin,N/A,N/A,130 min,2013,7.0,61,491
491,Shazam!,David F. Sandberg,N/A,N/A,132 min,2019,7.0,71,492
492,The Unbearable Weight of Massive Talent,Tom Gormican,N/A,N/A,107 min,2022,7.0,68,493
493,Transformers,Michael Bay,N/A,N/A,144 min,2007,7.0,61,494
494,The Northman,Robert Eggers,N/A,N/A,137 min,2022,7.0,82,495
495,Ant-Man and the Wasp,Peyton Reed,N/A,N/A,118 min,2018,7.0,70,496
496,Independence Day,Roland Emmerich,N/A,N/A,145 min,1996,7.0,59,497
497,Jack Reacher,Christopher McQuarrie,N/A,N/A,130 min,2012,7.0,50,498
498,World War Z,Marc Forster,N/A,N/A,116 min,2013,7.0,63,499
499,Death Proof,Quentin Tarantino,N/A,N/A,127 min,2007,7.0,N/A,500
500,Super 8,J.J. Abrams,N/A,N/A,112 min,2011,7.0,72,501
501,Constantine,Francis Lawrence,N/A,N/A,121 min,2005,7.0,50,502
502,Star Trek Beyond,Justin Lin,N/A,N/A,122 min,2016,7.0,68,503
503,Cloverfield,Matt Reeves,N/A,N/A,85 min,2008,7.0,64,504
504,Rush Hour,Brett Ratner,N/A,N/A,98 min,1998,7.0,60,505
505,The Italian Job,F. Gary Gray,N/A,N/A,111 min,2003,7.0,68,506
506,Smokey and the Bandit,Hal Needham,N/A,N/A,96 min,1977,7.0,50,507
507,Oblivion,Joseph Kosinski,N/A,N/A,124 min,2013,7.0,54,508
508,Pitch Black,David Twohy,N/A,N/A,109 min,2000,7.0,49,509
509,Stargate,Roland Emmerich,N/A,N/A,116 min,1994,7.0,42,510
510,Sicario: Day of the Soldado,Stefano Sollima,N/A,N/A,122 min,2018,7.0,61,511
511,Greyhound,Aaron Schneider,N/A,N/A,91 min,2020,7.0,64,512
512,Brotherhood of the Wolf,Christophe Gans,N/A,N/A,142 min,2001,7.0,57,513
513,Den of Thieves,Christian Gudegast,N/A,N/A,140 min,2018,7.0,49,514
514,RED,Robert Schwentke,N/A,N/A,111 min,2010,7.0,60,515
515,Underworld,Len Wiseman,N/A,N/A,121 min,2003,7.0,42,516
516,Spy,Paul Feig,N/A,N/A,120 min,2015,7.0,75,517
517,Real Steel,Shawn Levy,N/A,N/A,127 min,2011,7.0,56,518
518,Logan Lucky,Steven Soderbergh,N/A,N/A,118 min,2017,7.0,78,519
519,22 Jump Street,Phil Lord,Christopher Miller,N/A,112 min,2014,7.0,71,520
520,Bronson,Nicolas Winding Refn,N/A,N/A,92 min,2008,7.0,71,521
521,Public Enemies,Michael Mann,N/A,N/A,140 min,2009,7.0,70,522
522,The Last Boy Scout,Tony Scott,N/A,N/A,105 min,1991,7.0,52,523
523,Chronicle,Josh Trank,N/A,N/A,84 min,2012,7.0,69,524
524,Chip 'n Dale: Rescue Rangers,Akiva Schaffer,N/A,N/A,97 min,2022,7.0,66,525
525,A Most Violent Year,J.C. Chandor,N/A,N/A,125 min,2014,7.0,79,526
526,Body of Lies,Ridley Scott,N/A,N/A,128 min,2008,7.0,57,527
527,Rambo,Sylvester Stallone,N/A,N/A,92 min,2008,7.0,46,528
528,Fallen,Gregory Hoblit,N/A,N/A,124 min,1998,7.0,N/A,529
529,9,Shane Acker,N/A,N/A,79 min,2009,7.0,60,530
530,Hellboy II: The Golden Army,Guillermo del Toro,N/A,N/A,120 min,2008,7.0,78,531
531,The Foreigner,Martin Campbell,N/A,N/A,113 min,2017,7.0,55,532
532,The Towering Inferno,John Guillermin,N/A,N/A,165 min,1974,7.0,69,533
533,Ip Man 4: The Finale,Wilson Yip,N/A,N/A,107 min,2019,7.0,62,534
534,The Kingdom,Peter Berg,N/A,N/A,110 min,2007,7.0,56,535
535,Filth,Jon S. Baird,N/A,N/A,97 min,2013,7.0,56,536
536,The Spy Who Loved Me,Lewis Gilbert,N/A,N/A,125 min,1977,7.0,55,537
537,Spy Game,Tony Scott,N/A,N/A,126 min,2001,7.0,63,538
538,Maverick,Richard Donner,N/A,N/A,127 min,1994,7.0,62,539
539,Ichi the Killer,Takashi Miike,N/A,N/A,129 min,2001,7.0,55,540
540,Thunderbolt and Lightfoot,Michael Cimino,N/A,N/A,115 min,1974,7.0,62,541
541,Juice,Ernest R. Dickerson,N/A,N/A,95 min,1992,7.0,60,542
542,The War of the Worlds,Byron Haskin,N/A,N/A,85 min,1953,7.0,78,543
543,Son of Rambow,Garth Jennings,N/A,N/A,96 min,2007,7.0,66,544
544,An Action Hero,Anirudh Iyer,N/A,N/A,130 min,2022,7.0,N/A,545
545,Taxi,Gérard Pirès,N/A,N/A,89 min,1998,7.0,N/A,546
546,Unleashed,Louis Leterrier,N/A,N/A,103 min,2005,7.0,58,547
547,Ip Man 3,Wilson Yip,N/A,N/A,105 min,2015,7.0,57,548
548,Dragon: The Bruce Lee Story,Rob Cohen,N/A,N/A,120 min,1993,7.0,69,549
549,The Protector,Prachya Pinkaew,N/A,N/A,111 min,2005,7.0,52,550
550,Curse of the Golden Flower,Yimou Zhang,N/A,N/A,114 min,2006,7.0,70,551
551,Don 2,Farhan Akhtar,N/A,N/A,148 min,2011,7.0,49,552
552,Sultan,Ali Abbas Zafar,N/A,N/A,170 min,2016,7.0,N/A,553
553,Kabir Singh,Sandeep Reddy Vanga,N/A,N/A,173 min,2019,7.0,N/A,554
554,Main Hoon Na,Farah Khan,N/A,N/A,179 min,2004,7.0,N/A,555
555,Vikrant Rona,Anup Bhandari,N/A,N/A,148 min,2022,7.0,N/A,556
556,The Warlords,Peter Ho-Sun Chan,Wai-Man Yip,N/A,126 min,2007,7.0,70,557
557,The Legend Is Born: Ip Man,Herman Yau,N/A,N/A,100 min,2010,7.0,N/A,558
558,Top Gun,Tony Scott,N/A,N/A,109 min,1986,6.9,50,559
559,The Last Kingdom: Seven Kings Must Die,Edward Bazalgette,N/A,N/A,111 min,2023,6.9,48,560
560,Conan the Barbarian,John Milius,N/A,N/A,129 min,1982,6.9,43,561
561,Doctor Strange in the Multiverse of Madness,Sam Raimi,N/A,N/A,126 min,2022,6.9,60,562
562,Clash of the Titans,Desmond Davis,N/A,N/A,118 min,1981,6.9,59,563
563,Game Night,John Francis Daley,Jonathan Goldstein,N/A,100 min,2018,6.9,66,564
564,Jumanji: Welcome to the Jungle,Jake Kasdan,N/A,N/A,119 min,2017,6.9,58,565
565,Captain America: The First Avenger,Joe Johnston,N/A,N/A,124 min,2011,6.9,66,566
566,The Mask,Chuck Russell,N/A,N/A,101 min,1994,6.9,56,567
567,Mission: Impossible III,J.J. Abrams,N/A,N/A,126 min,2006,6.9,66,568
568,Solo: A Star Wars Story,Ron Howard,N/A,N/A,135 min,2018,6.9,62,569
569,Thunderball,Terence Young,N/A,N/A,130 min,1965,6.9,64,570
570,The Amazing Spider-Man,Marc Webb,N/A,N/A,136 min,2012,6.9,66,571
571,Jurassic World,Colin Trevorrow,N/A,N/A,124 min,2015,6.9,59,572
572,Star Wars: Episode VIII - The Last Jedi,Rian Johnson,N/A,N/A,152 min,2017,6.9,84,573
573,A Knight's Tale,Brian Helgeland,N/A,N/A,132 min,2001,6.9,56,574
574,Con Air,Simon West,N/A,N/A,115 min,1997,6.9,52,575
575,X-Men: Apocalypse,Bryan Singer,N/A,N/A,144 min,2016,6.9,52,576
576,Pacific Rim,Guillermo del Toro,N/A,N/A,131 min,2013,6.9,65,577
577,Iron Man 2,Jon Favreau,N/A,N/A,124 min,2010,6.9,57,578
578,Romancing the Stone,Robert Zemeckis,N/A,N/A,106 min,1984,6.9,63,579
579,National Treasure,Jon Turteltaub,N/A,N/A,131 min,2004,6.9,40,580
580,Robin Hood: Prince of Thieves,Kevin Reynolds,N/A,N/A,143 min,1991,6.9,51,581
581,Atlantis: The Lost Empire,Gary Trousdale,Kirk Wise,N/A,95 min,2001,6.9,52,582
582,The Hitman's Bodyguard,Patrick Hughes,N/A,N/A,118 min,2017,6.9,47,583
583,Dragged Across Concrete,S. Craig Zahler,N/A,N/A,159 min,2018,6.9,60,584
584,Love and Monsters,Michael Matthews,N/A,N/A,109 min,2020,6.9,63,585
585,28 Weeks Later,Juan Carlos Fresnadillo,N/A,N/A,100 min,2007,6.9,78,586
586,Outlaw King,David Mackenzie,N/A,N/A,121 min,2018,6.9,59,587
587,The World's End,Edgar Wright,N/A,N/A,109 min,2013,6.9,81,588
588,Pineapple Express,David Gordon Green,N/A,N/A,111 min,2008,6.9,64,589
589,In the Heart of the Sea,Ron Howard,N/A,N/A,122 min,2015,6.9,47,590
590,Crank,Mark Neveldine,Brian Taylor,N/A,88 min,2006,6.9,57,591
591,48 Hrs,Walter Hill,N/A,N/A,96 min,1982,6.9,71,592
592,Clear and Present Danger,Phillip Noyce,N/A,N/A,141 min,1994,6.9,74,593
593,Death Wish,Michael Winner,N/A,N/A,93 min,1974,6.9,51,594
594,The Edge,Lee Tamahori,N/A,N/A,117 min,1997,6.9,66,595
595,Non-Stop,Jaume Collet-Serra,N/A,N/A,106 min,2014,6.9,56,596
596,The Last Castle,Rod Lurie,N/A,N/A,131 min,2001,6.9,43,597
597,The Guardian,Andrew Davis,N/A,N/A,139 min,2006,6.9,53,598
598,Westworld,Michael Crichton,N/A,N/A,88 min,1973,6.9,77,599
599,The Night Comes for Us,Timo Tjahjanto,N/A,N/A,121 min,2018,6.9,69,600
600,Repo Man,Alex Cox,N/A,N/A,92 min,1984,6.9,82,601
601,The Monster Squad,Fred Dekker,N/A,N/A,79 min,1987,6.9,61,602
602,Free State of Jones,Gary Ross,N/A,N/A,139 min,2016,6.9,53,603
603,Legend of the Guardians: The Owls of Ga'Hoole,Zack Snyder,N/A,N/A,97 min,2010,6.9,53,604
604,Get the Gringo,Adrian Grunberg,N/A,N/A,96 min,2012,6.9,60,605
605,Muppet Treasure Island,Brian Henson,David Lane,N/A,99 min,1996,6.9,64,606
606,All Is Lost,J.C. Chandor,N/A,N/A,106 min,2013,6.9,87,607
607,Memphis Belle,Michael Caton-Jones,N/A,N/A,107 min,1990,6.9,59,608
608,Slow West,John Maclean,N/A,N/A,84 min,2015,6.9,72,609
609,The Big Boss,Wei Lo,Chia-Hsiang Wu,N/A,99 min,1971,6.9,N/A,610
610,New Police Story,Benny Chan,N/A,N/A,123 min,2004,6.9,N/A,611
611,Agneepath,Karan Malhotra,N/A,N/A,174 min,2012,6.9,N/A,612
612,Alan Partridge,Declan Lowney,N/A,N/A,90 min,2013,6.9,66,613
613,Traitor,Jeffrey Nachmanoff,N/A,N/A,114 min,2008,6.9,61,614
614,Fan,Maneesh Sharma,N/A,N/A,142 min,2016,6.9,N/A,615
615,The Fast and the Furious,Rob Cohen,N/A,N/A,106 min,2001,6.8,58,616
616,The Woman King,Gina Prince-Bythewood,N/A,N/A,135 min,2022,6.8,77,617
617,The Magnificent Seven,Antoine Fuqua,N/A,N/A,132 min,2016,6.8,54,618
618,Aquaman,James Wan,N/A,N/A,143 min,2018,6.8,55,619
619,Ready or Not,Matt Bettinelli-Olpin,Tyler Gillett,N/A,95 min,2019,6.8,64,620
620,Thor: The Dark World,Alan Taylor,N/A,N/A,112 min,2013,6.8,54,621
621,Mad Max,George Miller,N/A,N/A,88 min,1979,6.8,73,622
622,Captain Marvel,Anna Boden,Ryan Fleck,N/A,123 min,2019,6.8,64,623
623,Men in Black 3,Barry Sonnenfeld,N/A,N/A,106 min,2012,6.8,58,624
624,The Maze Runner,Wes Ball,N/A,N/A,113 min,2014,6.8,57,625
625,The Book of Eli,Albert Hughes,Allen Hughes,N/A,118 min,2010,6.8,53,626
626,TRON: Legacy,Joseph Kosinski,N/A,N/A,125 min,2010,6.8,49,627
627,What Happened to Monday,Tommy Wirkola,N/A,N/A,123 min,2017,6.8,47,628
628,Spectre,Sam Mendes,N/A,N/A,148 min,2015,6.8,60,629
629,Boss Level,Joe Carnahan,N/A,N/A,100 min,2020,6.8,56,630
630,Bad Boys,Michael Bay,N/A,N/A,119 min,1995,6.8,41,631
631,Kisi Ka Bhai Kisi Ki Jaan,Farhad Samji,N/A,N/A,145 min,2023,6.8,N/A,632
632,The Long Kiss Goodnight,Renny Harlin,N/A,N/A,121 min,1996,6.8,44,633
633,The Island,Michael Bay,N/A,N/A,136 min,2005,6.8,50,634
634,News of the World,Paul Greengrass,N/A,N/A,118 min,2020,6.8,73,635
635,The Transporter,Louis Leterrier,Corey Yuen,N/A,92 min,2002,6.8,51,636
636,Hellboy,Guillermo del Toro,N/A,N/A,122 min,2004,6.8,72,637
637,The Outpost,Rod Lurie,N/A,N/A,123 min,2019,6.8,71,638
638,Chappie,Neill Blomkamp,N/A,N/A,120 min,2015,6.8,41,639
639,Ghostbusters,Paul Feig,N/A,N/A,117 min,2016,6.8,60,640
640,Bloodsport,Newt Arnold,N/A,N/A,92 min,1988,6.8,29,641
641,Young Guns,Christopher Cain,N/A,N/A,107 min,1988,6.8,50,642
642,The Mask of Zorro,Martin Campbell,N/A,N/A,136 min,1998,6.8,63,643
