,Movie_Name,Star1,Star2,Star3,Star4,Votes,Genre1,Genre2,Genre3,Gross_Collection,Popularity,Certification
371,The Baader Meinhof Complex,Martina Gedeck,Moritz Bleibtreu,Johanna Wokalek,Bruno Ganz,"39,002",Action,Crime,Crime,26937355,N/A,R
372,Master,Joseph Vijay,Vijay Sethupathi,Malavika Mohanan,Arjun Das,"79,009",Action,Thriller,Thriller,28692230,N/A,Not Rated
373,The Suicide Squad,Margot Robbie,Idris Elba,John Cena,Joel Kinnaman,"373,411",Action,Comedy,Comedy,168717425,122,R
374,The Hunger Games,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Stanley Tucci,"948,602",Action,Sci-Fi,Sci-Fi,694394724,185,PG-13
375,From Dusk Till Dawn,Harvey Keitel,George Clooney,Juliette Lewis,Quentin Tarantino,"325,467",Action,Horror,Horror,25837111,531,R
376,The Equalizer,Denzel Washington,Marton Csokas,Chloë Grace Moretz,David Harbour,"384,764",Action,Thriller,Thriller,192330738,609,R
377,Willow,Val Kilmer,Joanne Whalley,Warwick Davis,Jean Marsh,"126,886",Action,Drama,Drama,57269863,637,PG
378,Point Break,Patrick Swayze,Keanu Reeves,Gary Busey,Lori Petty,"191,605",Action,Thriller,Thriller,83531958,831,R
379,The Man from U.N.C.L.E,Henry Cavill,Armie Hammer,Alicia Vikander,Elizabeth Debicki,"319,884",Action,Comedy,Comedy,107045109,994,PG-13
380,Kingdom of Heaven,Orlando Bloom,Eva Green,Liam Neeson,Martin Hancock,"296,907",Action,Drama,Drama,218122627,"1,025",R
381,21 Jump Street,Jonah Hill,Channing Tatum,Ice Cube,Brie Larson,"575,057",Action,Crime,Crime,201585328,"1,118",R
382,Natural Born Killers,Woody Harrelson,Juliette Lewis,Tom Sizemore,Rodney Dangerfield,"242,247",Action,Drama,Drama,50283563,"1,144",R
383,GoldenEye,Pierce Brosnan,Sean Bean,Izabella Scorupco,Famke Janssen,"262,862",Action,Thriller,Thriller,352194034,"1,145",PG-13
384,Unbroken,Jack O'Connell,Miyavi,Domhnall Gleeson,Garrett Hedlund,"174,091",Action,Drama,Drama,161459297,"1,200",PG-13
385,The Matrix Reloaded,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,Hugo Weaving,"608,819",Action,N/A,N/A,741847937,"1,201",R
386,They Live,Roddy Piper,Keith David,Meg Foster,George 'Buck' Flower,"136,155",Action,Sci-Fi,Sci-Fi,13009198,"1,281",R
387,King Kong,Naomi Watts,Jack Black,Adrien Brody,Thomas Kretschmann,"433,412",Action,Drama,Drama,556906378,"1,293",PG-13
388,The Patriot,Mel Gibson,Heath Ledger,Joely Richardson,Jason Isaacs,"282,868",Action,History,History,215294342,"1,399",R
389,I Am Legend,Will Smith,Alice Braga,Charlie Tahan,Salli Richardson-Whitfield,"780,187",Action,Horror,Horror,585410052,"1,563",PG-13
390,The Life Aquatic with Steve Zissou,Bill Murray,Owen Wilson,Anjelica Huston,Cate Blanchett,"203,247",Action,Comedy,Comedy,34809623,"1,578",R
391,The Croods,Nicolas Cage,Ryan Reynolds,Emma Stone,Catherine Keener,"222,787",Animation,Adventure,Adventure,587235983,"1,658",PG
392,Big Trouble in Little China,Kurt Russell,Kim Cattrall,Dennis Dun,James Hong,"146,594",Action,Comedy,Comedy,11100577,"1,787",PG-13
393,Rango,Johnny Depp,Isla Fisher,Timothy Olyphant,Abigail Breslin,"278,377",Animation,Adventure,Adventure,245724603,"1,947",PG
394,RocknRolla,Gerard Butler,Tom Wilkinson,Idris Elba,Thandiwe Newton,"258,666",Action,Thriller,Thriller,25740863,"2,173",R
395,Old Henry,Tim Blake Nelson,Scott Haze,Gavin Lewis,Trace Adkins,"30,209",Action,Western,Western,77463,"2,290",Not Rated
396,Dr,Sean Connery,Ursula Andress,Bernard Lee,Joseph Wiseman,"172,761",Action,Thriller,Thriller,16117818,"2,338",PG
397,Friday Night Lights,Billy Bob Thornton,Jay Hernandez,Derek Luke,Lucas Black,"65,114",Action,Sport,Sport,61950770,"2,569",PG-13
398,Team America: World Police,Trey Parker,Matt Stone,Elle Russ,Kristen Miller,"173,706",Action,N/A,N/A,50826898,"2,572",R
399,Ronin,Robert De Niro,Jean Reno,Natascha McElhone,Stellan Skarsgård,"188,404",Action,Thriller,Thriller,41616262,"2,927",R
400,Kung Fu Panda 2,Jack Black,Angelina Jolie,Jackie Chan,Dustin Hoffman,"298,654",Animation,Adventure,Adventure,665692281,"3,260",PG
401,Batman v Superman: Dawn of Justice,Amy Adams,Ben Affleck,Henry Cavill,Jesse Eisenberg,"66,745",Action,Sci-Fi,Sci-Fi,N/A,"3,261",R
402,Runaway Train,Jon Voight,Eric Roberts,Rebecca De Mornay,Kyle T. Heffner,"30,977",Action,Drama,Drama,7683620,"3,275",R
403,Star Trek VI: The Undiscovered Country,William Shatner,Leonard Nimoy,DeForest Kelley,James Doohan,"78,318",Action,Sci-Fi,Sci-Fi,96888996,"3,377",PG
404,The Italian Job,Michael Caine,Noël Coward,Benny Hill,Raf Vallone,"48,369",Action,Crime,Crime,113867,"3,446",G
405,Anthropoid,Jamie Dornan,Cillian Murphy,Brian Caspe,Karel Hermánek Jr.,"50,933",Action,Drama,Drama,5079219,"3,913",R
406,War Horse,Jeremy Irvine,Emily Watson,David Thewlis,Benedict Cumberbatch,"161,324",Action,Drama,Drama,177584879,"4,189",PG-13
407,Magnum Force,Clint Eastwood,Hal Holbrook,Mitchell Ryan,David Soul,"64,174",Action,Mystery,Mystery,39768000,"4,224",R
408,In the Line of Fire,Clint Eastwood,John Malkovich,Rene Russo,Dylan McDermott,"108,596",Action,Drama,Drama,176997168,"4,352",R
409,Silverado,Kevin Kline,Scott Glenn,Kevin Costner,Danny Glover,"46,350",Action,Drama,Drama,32192570,"4,364",PG-13
410,Rise of the Guardians,Hugh Jackman,Alec Baldwin,Isla Fisher,Chris Pine,"183,478",Animation,Adventure,Adventure,306941670,"4,558",PG
411,The Way of the Dragon,Bruce Lee,Chuck Norris,Nora Miao,Ping-Ou Wei,"38,992",Action,Comedy,Comedy,N/A,"4,712",R
412,Vanishing Point,Barry Newman,Cleavon Little,Charlotte Rampling,Dean Jagger,"29,549",Action,Thriller,Thriller,12443328,"4,717",R
413,Lethal Weapon 2,Mel Gibson,Danny Glover,Joe Pesci,Patsy Kensit,"182,014",Action,Thriller,Thriller,227853986,N/A,R
414,The Transformers: The Movie,Orson Welles,Robert Stack,Leonard Nimoy,Norman Alden,"40,731",Animation,Adventure,Adventure,5860601,N/A,PG
415,Arlington Road,Jeff Bridges,Tim Robbins,Joan Cusack,Hope Davis,"89,194",Action,Drama,Drama,41067311,N/A,R
416,Kon-Tiki,Pål Sverre Hagen,Anders Baasmo,Gustaf Skarsgård,Odd-Magnus Williamson,"50,494",Action,Biography,Biography,22842887,N/A,PG-13
417,The Hitcher,Rutger Hauer,C. Thomas Howell,Jennifer Jason Leigh,Jeffrey DeMunn,"50,170",Action,Thriller,Thriller,5844868,N/A,R
418,The Witcher: Nightmare of the Wolf,Theo James,Mary McDonnell,Lara Pulver,Graham McTavish,"47,186",Animation,Adventure,Adventure,N/A,N/A,TV-MA
419,Django,Franco Nero,José Canalejas,José Bódalo,Loredana Nusciak,"29,401",Action,Western,Western,25916,N/A,Not Rated
420,The Siege of Jadotville,Richard Lukunku,Danny Sapani,Andrew Stock,Mark Strong,"41,922",Action,History,History,N/A,N/A,TV-MA
421,'71,Jack O'Connell,Sam Reid,Sean Harris,Paul Popplewell,"58,144",Action,Drama,Drama,3062178,N/A,R
422,Bajirao Mastani,Ranveer Singh,Deepika Padukone,Priyanka Chopra Jonas,Tanvi Azmi,"36,928",Action,History,History,11351628,N/A,Not Rated
423,Fist of Fury,Bruce Lee,Nora Miao,James Tien,Maria Yi,"32,041",Action,Romance,Romance,N/A,N/A,R
424,Harry Brown,Michael Caine,Emily Mortimer,David Bradley,Charlie Creed-Miles,"89,506",Action,Drama,Drama,10371451,N/A,R
425,The Good the Bad the Weird,Song Kang-ho,Lee Byung-hun,Jung Woo-sung,Je-mun Yun,"36,774",Action,Comedy,Comedy,44261209,N/A,R
426,Marshland,Javier Gutiérrez,Raúl Arévalo,María Varod,Perico Cervantes,"35,050",Action,Mystery,Mystery,9014591,N/A,TV-MA
427,Final Fantasy VII: Advent Children,Takahiro Sakurai,Ayumi Ito,Shôtarô Morikubo,Maaya Sakamoto,"57,221",Animation,Adventure,Adventure,N/A,N/A,PG-13
428,Mongol: The Rise of Genghis Khan,Tadanobu Asano,Amadu Mamadakov,Khulan Chuluun,Honglei Sun,"47,956",Action,Drama,Drama,26527510,N/A,R
429,Holiday: A Soldier is Never Off Duty,Akshay Kumar,Sonakshi Sinha,Freddy Daruwala,Sumeet Raghavan,"29,148",Action,Thriller,Thriller,1390054,N/A,Not Rated
430,Furious 7,Vin Diesel,Paul Walker,Dwayne Johnson,Jason Statham,"400,816",Action,Thriller,Thriller,1515341399,74,PG-13
431,The Mummy,Brendan Fraser,Rachel Weisz,John Hannah,Arnold Vosloo,"443,876",Action,Fantasy,Fantasy,415933406,328,PG-13
432,Mission: Impossible,Tom Cruise,Jon Voight,Emmanuelle Béart,Henry Czerny,"439,001",Action,Thriller,Thriller,457696391,376,PG-13
433,Free Guy,Ryan Reynolds,Jodie Comer,Taika Waititi,Lil Rel Howery,"391,155",Action,Comedy,Comedy,331526598,378,PG-13
434,Wrath of Man,Jason Statham,Holt McCallany,Josh Hartnett,Rocci Boy Williams,"190,404",Action,Thriller,Thriller,103966489,391,R
435,Tropic Thunder,Ben Stiller,Jack Black,Robert Downey Jr.,Jeff Kahn,"429,370",Action,War,War,195702963,541,R
436,Prey,Amber Midthunder,Dakota Beavers,Dane DiLiegro,Stormee Kipp,"207,164",Action,Drama,Drama,N/A,644,R
437,Man of Steel,Henry Cavill,Amy Adams,Michael Shannon,Diane Lane,"786,368",Action,Sci-Fi,Sci-Fi,668045518,761,PG-13
438,Everest,Jason Clarke,Ang Phula Sherpa,Thomas M. Wright,Martin Henderson,"224,107",Action,Biography,Biography,203427584,804,PG-13
439,Blade,Wesley Snipes,Stephen Dorff,Kris Kristofferson,N'Bushe Wright,"284,593",Action,Sci-Fi,Sci-Fi,131211377,845,R
440,Shooter,Mark Wahlberg,Michael Peña,Rhona Mitra,Danny Glover,"342,174",Action,Thriller,Thriller,95696996,"1,094",R
441,Batman Returns,Michael Keaton,Danny DeVito,Michelle Pfeiffer,Christopher Walken,"313,826",Action,Fantasy,Fantasy,266915287,"1,126",PG-13
442,Highlander,Christopher Lambert,Sean Connery,Clancy Brown,Roxanne Hart,"140,839",Action,Fantasy,Fantasy,5900712,"1,167",R
443,Iron Man 3,Robert Downey Jr.,Guy Pearce,Gwyneth Paltrow,Don Cheadle,"869,593",Action,Sci-Fi,Sci-Fi,1215577205,"1,198",PG-13
444,WarGames,Matthew Broderick,Ally Sheedy,John Wood,Dabney Coleman,"104,438",Action,Sci-Fi,Sci-Fi,79567667,"1,225",PG
445,Dredd,Karl Urban,Olivia Thirlby,Lena Headey,Rachel Wood,"282,795",Action,Sci-Fi,Sci-Fi,41037742,"1,270",R
446,Snowpiercer,Chris Evans,Jamie Bell,Tilda Swinton,Ed Harris,"372,079",Action,Sci-Fi,Sci-Fi,86758912,"1,272",R
447,Pirates of the Caribbean: At World's End,Johnny Depp,Orlando Bloom,Keira Knightley,Geoffrey Rush,"667,158",Action,Fantasy,Fantasy,961691209,"1,452",PG-13
448,American Made,Tom Cruise,Domhnall Gleeson,Sarah Wright,Jesse Plemons,"193,465",Action,Crime,Crime,134866593,"1,467",R
449,Creed II,Michael B. Jordan,Sylvester Stallone,Tessa Thompson,Phylicia Rashad,"144,439",Action,Sport,Sport,214215889,"1,545",PG-13
450,DC League of Super-Pets,Dwayne Johnson,Kevin Hart,Kate McKinnon,John Krasinski,"69,411",Animation,Adventure,Adventure,207557117,"1,552",PG
451,Desperado,Antonio Banderas,Salma Hayek,Joaquim de Almeida,Cheech Marin,"191,197",Action,Thriller,Thriller,25405445,"1,816",R
452,"I, Robot",Will Smith,Bridget Moynahan,Bruce Greenwood,Alan Tudyk,"554,890",Action,Sci-Fi,Sci-Fi,353133898,"1,935",PG-13
453,Escape from New York,Kurt Russell,Lee Van Cleef,Ernest Borgnine,Donald Pleasence,"148,929",Action,Sci-Fi,Sci-Fi,25274965,"2,024",R
454,We Were Soldiers,Mel Gibson,Madeleine Stowe,Greg Kinnear,Sam Elliott,"146,549",Action,History,History,115374915,"2,052",R
455,Live Free or Die Hard,Bruce Willis,Justin Long,Timothy Olyphant,Maggie Q,"412,504",Action,N/A,N/A,388156011,"2,180",PG-13
456,Allied,Brad Pitt,Marion Cotillard,Jared Harris,Vincent Ebrahim,"162,669",Action,Romance,Romance,119520023,"2,275",R
457,The Poseidon Adventure,Gene Hackman,Ernest Borgnine,Shelley Winters,Red Buttons,"47,248",Action,Drama,Drama,84563118,"2,376",PG
458,Kung Fu Panda 3,Jack Black,Bryan Cranston,Dustin Hoffman,Angelina Jolie,"170,095",Animation,Adventure,Adventure,521170825,"2,397",PG
459,Planet Terror,Rose McGowan,Freddy Rodríguez,Josh Brolin,Marley Shelton,"216,816",Action,Horror,Horror,11446172,"2,490",R
460,Casualties of War,Michael J. Fox,Sean Penn,Don Harvey,John C. Reilly,"46,313",Action,Drama,Drama,18671317,"2,623",R
461,No Way Out,Kevin Costner,Gene Hackman,Sean Young,Will Patton,"42,846",Action,Drama,Drama,35509515,"2,673",R
462,Rocky Balboa,Sylvester Stallone,Antonio Tarver,Milo Ventimiglia,Burt Young,"224,607",Action,Sport,Sport,155929020,"2,726",PG
463,Deepwater Horizon,Mark Wahlberg,Kurt Russell,Douglas M. Griffin,James DuMont,"174,273",Action,History,History,121790373,"2,795",PG-13
464,Deja Vu,Denzel Washington,Paula Patton,Jim Caviezel,Val Kilmer,"317,851",Action,Sci-Fi,Sci-Fi,180557550,"3,057",PG-13
465,Defiance,Daniel Craig,Liev Schreiber,Jamie Bell,Alexa Davalos,"152,038",Action,History,History,51262751,"3,514",R
466,Three Kings,George Clooney,Mark Wahlberg,Ice Cube,Spike Jonze,"175,958",Action,Comedy,Comedy,107752036,"3,789",R
467,Die Hard 2,Bruce Willis,William Atherton,Bonnie Bedelia,Reginald VelJohnson,"370,660",Action,N/A,N/A,240031274,"3,851",R
468,Brawl in Cell Block 99,Vince Vaughn,Jennifer Carpenter,Don Johnson,Udo Kier,"70,825",Action,Drama,Drama,64453,"4,474",Not Rated
469,Payback,Mel Gibson,Gregg Henry,Maria Bello,David Paymer,"141,513",Action,Drama,Drama,161626121,"4,647",R
470,Flags of Our Fathers,Ryan Phillippe,Barry Pepper,Joseph Cross,Jesse Bradford,"126,191",Action,Drama,Drama,65900249,"4,661",R
471,Ong-Bak: The Thai Warrior,Tony Jaa,Phetthai Vongkumlao,Pumwaree Yodkamol,Suchao Pongwilai,"76,410",Action,Thriller,Thriller,20235426,N/A,R
472,Megan Leavey,Kate Mara,Ramón Rodríguez,Tom Felton,Bradley Whitford,"25,033",Action,Drama,Drama,14510490,N/A,PG-13
473,District B13,Cyril Raffaelli,David Belle,Tony D'Amario,Bibi Naceri,"72,082",Action,Sci-Fi,Sci-Fi,11169386,N/A,R
474,Mosul,Waleed Elgadi,Suhail Dabbach,Adam Bessa,Is'haq Elias,"28,498",Action,War,War,N/A,N/A,TV-MA
475,The Girl Who Played with Fire,Noomi Rapace,Michael Nyqvist,Lena Endre,Peter Andersson,"96,830",Action,Drama,Drama,67153225,N/A,R
476,God Bless America,Joel Murray,Tara Lynne Barr,Mackenzie Brooke Smith,Melinda Page Hamilton,"71,041",Action,Crime,Crime,393880,N/A,R
477,In Order of Disappearance,Stellan Skarsgård,Bruno Ganz,Pål Sverre Hagen,Jakob Oftebro,"28,121",Action,Crime,Crime,904446,N/A,R
478,Kaabil,Hrithik Roshan,Yami Gautam,Ronit Roy,Rohit Roy,"28,015",Action,Drama,Drama,21893244,N/A,Not Rated
479,JCVD,Jean-Claude Van Damme,Valérie Bodson,Hervé Sogne,Rock Chen,"39,635",Action,Crime,Crime,2342211,N/A,R
480,Dragon Ball Z: Battle of Gods,Masako Nozawa,Hiromi Tsuru,Ryô Horikawa,Masaharu Satô,"28,934",Animation,Adventure,Adventure,50461371,N/A,TV-PG
481,Don,Shah Rukh Khan,Priyanka Chopra Jonas,Arjun Rampal,Isha Koppikar,"38,923",Action,Thriller,Thriller,19640129,N/A,Not Rated
482,Micmacs,Dany Boon,André Dussollier,Nicolas Marié,Yolande Moreau,"30,800",Action,Crime,Crime,16979882,N/A,R
483,Koi..,Hrithik Roshan,Rekha,Preity G Zinta,Rakesh Roshan,"25,671",Action,Romance,Romance,12168232,N/A,Not Rated
484,Fanaa,Aamir Khan,Kajol,Rishi Kapoor,Tabu,"33,916",Action,Romance,Romance,22181516,N/A,Not Rated
485,Marighella,Seu Jorge,Bruno Gagliasso,Luiz Carlos Vasconcelos,Humberto Carrão,"55,586",Action,History,History,N/A,N/A,N/A
486,Enthiran,Rajinikanth,Aishwarya Rai Bachchan,Danny Denzongpa,Santhanam,"28,672",Action,Thriller,Thriller,3889511,N/A,Not Rated
487,Gabbar Is Back,Akshay Kumar,Shruti Haasan,Kareena Kapoor,Suman,"25,779",Action,Drama,Drama,998582,N/A,Not Rated
488,Sisu,Jorma Tommila,Aksel Hennie,Jack Doolan,Mimosa Willamo,"29,185",Action,N/A,N/A,11135129,11,R
489,Thor,Chris Hemsworth,Anthony Hopkins,Natalie Portman,Tom Hiddleston,"868,950",Action,N/A,N/A,449326618,49,PG-13
490,Fast & Furious 6,Vin Diesel,Paul Walker,Dwayne Johnson,Michelle Rodriguez,"404,209",Action,Crime,Crime,788680968,107,PG-13
491,Shazam!,Zachary Levi,Mark Strong,Asher Angel,Jack Dylan Grazer,"363,684",Action,Comedy,Comedy,367799011,133,PG-13
492,The Unbearable Weight of Massive Talent,Nicolas Cage,Pedro Pascal,Tiffany Haddish,Sharon Horgan,"123,985",Action,Crime,Crime,29116320,211,R
493,Transformers,Shia LaBeouf,Megan Fox,Josh Duhamel,Tyrese Gibson,"651,929",Action,Sci-Fi,Sci-Fi,709709780,229,PG-13
494,The Northman,Alexander Skarsgård,Nicole Kidman,Claes Bang,Ethan Hawke,"228,377",Action,Drama,Drama,69633110,285,R
495,Ant-Man and the Wasp,Paul Rudd,Evangeline Lilly,Michael Peña,Walton Goggins,"425,316",Action,Comedy,Comedy,622674139,335,PG-13
496,Independence Day,Will Smith,Bill Pullman,Jeff Goldblum,Mary McDonnell,"586,730",Action,Sci-Fi,Sci-Fi,817400891,363,PG-13
497,Jack Reacher,Tom Cruise,Rosamund Pike,Richard Jenkins,Werner Herzog,"350,059",Action,Thriller,Thriller,218340595,404,PG-13
498,World War Z,Brad Pitt,Mireille Enos,Daniella Kertesz,James Badge Dale,"687,718",Action,Horror,Horror,540455876,557,PG-13
499,Death Proof,Kurt Russell,Zoë Bell,Rosario Dawson,Vanessa Ferlito,"300,934",Action,N/A,N/A,31126421,786,R
500,Super 8,Elle Fanning,AJ Michalka,Kyle Chandler,Joel Courtney,"360,926",Action,Sci-Fi,Sci-Fi,260095986,821,PG-13
501,Constantine,Keanu Reeves,Rachel Weisz,Djimon Hounsou,Shia LaBeouf,"358,455",Action,Horror,Horror,230884728,943,R
502,Star Trek Beyond,Chris Pine,Zachary Quinto,Karl Urban,Zoe Saldana,"251,832",Action,Sci-Fi,Sci-Fi,343471816,962,PG-13
503,Cloverfield,Mike Vogel,Jessica Lucas,Lizzy Caplan,T.J. Miller,"408,799",Action,Horror,Horror,172394180,"1,026",PG-13
504,Rush Hour,Jackie Chan,Chris Tucker,Ken Leung,Tom Wilkinson,"279,346",Action,Crime,Crime,244721064,"1,066",PG-13
505,The Italian Job,Donald Sutherland,Mark Wahlberg,Edward Norton,Charlize Theron,"377,241",Action,Thriller,Thriller,176070171,"1,111",PG-13
506,Smokey and the Bandit,Burt Reynolds,Sally Field,Jerry Reed,Mike Henry,"54,008",Action,Comedy,Comedy,126737428,"1,116",PG
507,Oblivion,Tom Cruise,Morgan Freeman,Andrea Riseborough,Olga Kurylenko,"537,574",Action,Sci-Fi,Sci-Fi,286168572,"1,233",PG-13
508,Pitch Black,Radha Mitchell,Cole Hauser,Vin Diesel,Keith David,"247,002",Action,Sci-Fi,Sci-Fi,53187659,"1,250",R
509,Stargate,Kurt Russell,James Spader,Jaye Davidson,Viveca Lindfors,"197,172",Action,Sci-Fi,Sci-Fi,196567262,"1,300",PG-13
510,Sicario: Day of the Soldado,Benicio Del Toro,Josh Brolin,Isabela Merced,Jeffrey Donovan,"156,355",Action,Drama,Drama,75837743,"1,304",R
511,Greyhound,Tom Hanks,Elisabeth Shue,Stephen Graham,Matt Helm,"103,409",Action,History,History,N/A,"1,325",PG-13
512,Brotherhood of the Wolf,Samuel Le Bihan,Mark Dacascos,Jérémie Renier,Vincent Cassel,"68,695",Action,Drama,Drama,70767418,"1,342",R
513,Den of Thieves,Gerard Butler,Pablo Schreiber,O'Shea Jackson Jr.,50 Cent,"117,766",Action,Drama,Drama,80509622,"1,375",R
514,RED,Bruce Willis,Helen Mirren,Morgan Freeman,Mary-Louise Parker,"315,659",Action,Crime,Crime,199006387,"1,469",PG-13
515,Underworld,Kate Beckinsale,Scott Speedman,Shane Brolly,Michael Sheen,"277,050",Action,Thriller,Thriller,95708457,"1,505",R
516,Spy,Melissa McCarthy,Rose Byrne,Jude Law,Jason Statham,"250,339",Action,N/A,N/A,235666219,"1,513",R
517,Real Steel,Hugh Jackman,Evangeline Lilly,Dakota Goyo,Anthony Mackie,"340,548",Action,Sci-Fi,Sci-Fi,299268508,"1,977",PG-13
518,Logan Lucky,Channing Tatum,Adam Driver,Daniel Craig,Farrah Mackenzie,"155,390",Action,Crime,Crime,48453605,"2,089",PG-13
519,22 Jump Street,Channing Tatum,Jonah Hill,Ice Cube,Nick Offerman,"389,274",Action,Crime,Crime,331333876,"2,135",R
520,Bronson,Tom Hardy,Kelly Adams,Luing Andrews,Katy Barker,"135,790",Action,Drama,Drama,2260712,"2,353",R
521,Public Enemies,Christian Bale,Johnny Depp,Christian Stolte,Jason Clarke,"309,819",Action,Crime,Crime,214104620,"2,384",R
522,The Last Boy Scout,Bruce Willis,Damon Wayans,Chelsea Field,Noble Willingham,"107,438",Action,Crime,Crime,59509925,"2,764",R
523,Chronicle,Dane DeHaan,Alex Russell,Michael B. Jordan,Michael Kelly,"256,759",Action,Sci-Fi,Sci-Fi,126636097,"2,861",PG-13
524,Chip 'n Dale: Rescue Rangers,Andy Samberg,John Mulaney,KiKi Layne,Will Arnett,"43,664",Animation,Adventure,Adventure,623190,"2,921",PG
525,A Most Violent Year,Oscar Isaac,Jessica Chastain,David Oyelowo,Alessandro Nivola,"74,863",Action,Drama,Drama,12007070,"3,020",R
526,Body of Lies,Leonardo DiCaprio,Russell Crowe,Mark Strong,Golshifteh Farahani,"233,017",Action,Thriller,Thriller,115900897,"3,035",R
527,Rambo,Sylvester Stallone,Julie Benz,Matthew Marsden,Graham McTavish,"237,701",Action,Thriller,Thriller,113244290,"3,037",R
528,Fallen,Denzel Washington,John Goodman,Donald Sutherland,Embeth Davidtz,"87,128",Action,Drama,Drama,25232289,"3,183",R
529,9,Elijah Wood,Jennifer Connelly,Crispin Glover,Christopher Plummer,"143,223",Animation,Adventure,Adventure,48428063,"3,201",PG-13
530,Hellboy II: The Golden Army,Ron Perlman,Selma Blair,Doug Jones,John Alexander,"278,491",Action,Fantasy,Fantasy,168319243,"3,405",PG-13
531,The Foreigner,Katie Leung,Jackie Chan,Rufus Jones,Mark Tandy,"118,445",Action,N/A,N/A,145418070,"3,486",R
532,The Towering Inferno,Paul Newman,Steve McQueen,William Holden,Faye Dunaway,"46,073",Action,Thriller,Thriller,116000000,"3,563",PG
533,Ip Man 4: The Finale,Donnie Yen,Scott Adkins,Danny Kwok-Kwan Chan,Vanness Wu,"34,507",Action,Drama,Drama,176345966,"3,811",Not Rated
534,The Kingdom,Jamie Foxx,Chris Cooper,Jennifer Garner,Jason Bateman,"128,576",Action,Thriller,Thriller,87019158,"3,818",R
535,Filth,James McAvoy,Jamie Bell,Eddie Marsan,Imogen Poots,"112,348",Action,Crime,Crime,8490396,"3,857",R
536,The Spy Who Loved Me,Roger Moore,Barbara Bach,Curd Jürgens,Richard Kiel,"112,224",Action,Thriller,Thriller,46875764,"3,886",PG
537,Spy Game,Robert Redford,Brad Pitt,Catherine McCormack,Stephen Dillane,"161,064",Action,Thriller,Thriller,143049560,"4,632",R
538,Maverick,Mel Gibson,Jodie Foster,James Garner,Graham Greene,"115,209",Action,Comedy,Comedy,183031272,"4,808",PG
539,Ichi the Killer,Tadanobu Asano,Nao Ômori,Shin'ya Tsukamoto,Paulyn Sun,"58,068",Action,Drama,Drama,80631,"4,851",R
540,Thunderbolt and Lightfoot,Clint Eastwood,Jeff Bridges,George Kennedy,Geoffrey Lewis,"26,908",Action,Crime,Crime,21700000,"4,984",R
541,Juice,Omar Epps,Tupac Shakur,Jermaine Hopkins,Khalil Kain,"28,625",Action,Drama,Drama,20146880,N/A,R
542,The War of the Worlds,Gene Barry,Ann Robinson,Les Tremayne,Robert Cornthwaite,"37,161",Action,Thriller,Thriller,N/A,N/A,G
543,Son of Rambow,Bill Milner,Will Poulter,Jessica Hynes,Anna Wing,"32,521",Action,Comedy,Comedy,10871449,N/A,PG-13
544,An Action Hero,Ayushmann Khurrana,Jaideep Ahlawat,Neeraj Madhav,Gautam Joglekar,"29,388",Action,Crime,Crime,202678,N/A,U
545,Taxi,Samy Naceri,Frédéric Diefenthal,Marion Cotillard,Manuela Gourary,"86,217",Action,Crime,Crime,N/A,N/A,Not Rated
546,Unleashed,Jet Li,Bob Hoskins,Morgan Freeman,Kerry Condon,"105,448",Action,Drama,Drama,50871113,N/A,R
547,Ip Man 3,Donnie Yen,Lynn Xiong,Jin Zhang,Mike Tyson,"57,863",Action,Drama,Drama,157029618,N/A,PG-13
548,Dragon: The Bruce Lee Story,Jason Scott Lee,Lauren Holly,Robert Wagner,Michael Learned,"31,982",Action,Drama,Drama,63513743,N/A,PG-13
549,The Protector,Tony Jaa,Nathan Jones,Xing Jin,Phetthai Vongkumlao,"38,152",Action,Drama,Drama,27165581,N/A,R
550,Curse of the Golden Flower,Chow Yun-Fat,Gong Li,Jay Chou,Ye Liu,"45,102",Action,Romance,Romance,78568977,N/A,R
551,Don 2,Shah Rukh Khan,Florian Lukas,Om Puri,Priyanka Chopra Jonas,"55,293",Action,Thriller,Thriller,6913518,N/A,Not Rated
