,Movie_Name,Star1,Star2,Star3,Star4,Votes,Genre1,Genre2,Genre3,Gross_Collection,Popularity,Certification
1349,Gone,Amanda Seyfried,Jennifer Carpenter,Wes Bentley,Daniel Sunjata,"45,272",Action,Mystery,Mystery,19767535,N/A,PG-13
1350,Passenger 57,Wesley Snipes,Bruce Payne,Tom Sizemore,Alex Datcher,"49,409",Action,Thriller,Thriller,44065653,N/A,R
1351,3000 Miles to Graceland,Kurt Russell,Kevin Costner,Courteney Cox,Christian Slater,"47,771",Action,Crime,Crime,18720175,N/A,R
1352,Undercover Brother,Eddie Griffin,Denise Richards,Aunjanue Ellis-Taylor,Chris Kattan,"35,621",Action,N/A,N/A,41604473,N/A,PG-13
1353,Fatman,Mel Gibson,Walton Goggins,Marianne Jean-Baptiste,Chance Hurstfield,"27,794",Action,Comedy,Comedy,1651413,N/A,R
1354,Fortress,Christopher Lambert,Loryn Locklin,Kurtwood Smith,Clifton Collins Jr.,"29,642",Action,Sci-Fi,Sci-Fi,6739141,N/A,R
1355,Men at Work,Charlie Sheen,Emilio Estevez,Leslie Hope,Keith David,"25,667",Action,Crime,Crime,16247964,N/A,PG-13
1356,Hard Rain,Morgan Freeman,Christian Slater,Randy Quaid,Minnie Driver,"36,382",Action,Drama,Drama,19870567,N/A,R
1357,The Double,Richard Gere,Topher Grace,Martin Sheen,Tamer Hassan,"31,019",Action,Drama,Drama,4729855,N/A,PG-13
1358,Tiger Lives,Salman Khan,Katrina Kaif,Anupriya Goenka,Paresh Rawal,"31,029",Action,Thriller,Thriller,87320000,N/A,Not Rated
1359,Ghosted,Chris Evans,Ana de Armas,Adrien Brody,Mike Moh,"41,030",Action,Comedy,Comedy,N/A,45,PG-13
1360,The School for Good and Evil,Kit Young,Sophia Anne Caruso,Cate Blanchett,Liam Woon,"31,533",Action,Drama,Drama,N/A,754,PG-13
1361,2012,John Cusack,Thandiwe Newton,Chiwetel Ejiofor,Amanda Peet,"386,268",Action,Sci-Fi,Sci-Fi,791217826,905,PG-13
1362,Battleship,Alexander Skarsgård,Brooklyn Decker,Liam Neeson,Rihanna,"252,335",Action,Sci-Fi,Sci-Fi,303025485,983,PG-13
1363,Army of the Dead,Dave Bautista,Ella Purnell,Ana de la Reguera,Omari Hardwick,"178,451",Action,Drama,Drama,N/A,"1,020",R
1364,Mortal Kombat,Christopher Lambert,Robin Shou,Linden Ashby,Cary-Hiroyuki Tagawa,"121,070",Action,Fantasy,Fantasy,122195920,"1,184",PG-13
1365,Oldboy,Josh Brolin,Elizabeth Olsen,Samuel L. Jackson,Sharlto Copley,"78,271",Action,Mystery,Mystery,5186767,"1,320",R
1366,Clash of the Titans,Sam Worthington,Liam Neeson,Ralph Fiennes,Jason Flemyng,"287,137",Action,Fantasy,Fantasy,493214993,"1,401",PG-13
1367,Teenage Mutant Ninja Turtles,Megan Fox,Will Arnett,William Fichtner,Noel Fisher,"214,609",Action,Comedy,Comedy,485004754,"1,648",PG-13
1368,xXx,Vin Diesel,Asia Argento,Marton Csokas,Samuel L. Jackson,"183,000",Action,Thriller,Thriller,277448382,"1,744",PG-13
1369,The Man from Toronto,Kevin Hart,Woody Harrelson,Jasmine Mathews,Kaley Cuoco,"53,723",Action,Comedy,Comedy,N/A,"1,871",PG-13
1370,Species,Natasha Henstridge,Michael Madsen,Ben Kingsley,Alfred Molina,"82,382",Action,Sci-Fi,Sci-Fi,113374103,"1,904",R
1371,Cobra,Sylvester Stallone,Brigitte Nielsen,Reni Santoni,Andrew Robinson,"76,489",Action,Thriller,Thriller,49042224,"1,921",R
1372,Blade: Trinity,Wesley Snipes,Kris Kristofferson,Parker Posey,Ryan Reynolds,"182,650",Action,Sci-Fi,Sci-Fi,131977904,"2,120",R
1373,Noah,Russell Crowe,Jennifer Connelly,Anthony Hopkins,Emma Watson,"260,729",Action,Drama,Drama,359200044,"2,139",PG-13
1374,Troll,Ine Marie Wilmann,Kim Falck,Mads Sjøgård Pettersen,Gard B. Eidsvold,"44,651",Action,Drama,Drama,N/A,"2,320",TV-14
1375,Hollow Man,Kevin Bacon,Elisabeth Shue,Josh Brolin,Kim Dickens,"134,480",Action,Sci-Fi,Sci-Fi,190213455,"2,482",R
1376,Haywire,Gina Carano,Ewan McGregor,Michael Fassbender,Michael Angarano,"88,405",Action,Thriller,Thriller,34513760,"2,530",R
1377,The League of Extraordinary Gentlemen,Sean Connery,Stuart Townsend,Peta Wilson,Jason Flemyng,"179,719",Action,Fantasy,Fantasy,179265204,"2,581",PG-13
1378,Journey to the Center of the Earth,Brendan Fraser,Josh Hutcherson,Aníta Briem,Seth Meyers,"127,007",Action,Family,Family,244232688,"2,713",PG
1379,Cirque du Freak: The Vampire's Assistant,Chris Massoglia,John C. Reilly,Salma Hayek,Josh Hutcherson,"47,257",Action,Fantasy,Fantasy,39291383,"2,758",PG-13
1380,End of Days,Arnold Schwarzenegger,Gabriel Byrne,Robin Tunney,Kevin Pollak,"113,363",Action,Horror,Horror,211989043,"3,154",R
1381,Without Remorse,Michael B. Jordan,Jodie Turner-Smith,Jamie Bell,Guy Pearce,"61,095",Action,War,War,N/A,"3,171",R
1382,Lake Placid,Bridget Fonda,Bill Pullman,Oliver Platt,Brendan Gleeson,"63,307",Action,Horror,Horror,56870414,"3,202",R
1383,RoboCop 2,Peter Weller,Nancy Allen,Belinda Bauer,Dan O'Herlihy,"89,142",Action,Sci-Fi,Sci-Fi,45681173,"3,240",R
1384,The Host,Saoirse Ronan,Max Irons,Jake Abel,Diane Kruger,"116,827",Action,Drama,Drama,63365859,"3,302",PG-13
1385,The Mortal Instruments: City of Bones,Lily Collins,Jamie Campbell Bower,Robert Sheehan,Jemima West,"136,372",Action,Fantasy,Fantasy,95396573,"3,304",PG-13
1386,Extinction,Michael Peña,Lizzy Caplan,Amelia Crouch,Erica Tremblay,"55,120",Action,Sci-Fi,Sci-Fi,1451864,"3,305",TV-MA
1387,Pride and Prejudice and Zombies,Lily James,Sam Riley,Jack Huston,Bella Heathcote,"58,396",Action,Fantasy,Fantasy,16457494,"3,429",PG-13
1388,Wild Hogs,Tim Allen,Martin Lawrence,John Travolta,William H. Macy,"120,917",Action,Comedy,Comedy,253625427,"3,639",PG-13
1389,Over the Top,Sylvester Stallone,Robert Loggia,Susan Blakely,Rick Zumwalt,"56,797",Action,Sport,Sport,16057580,"3,699",PG
1390,Morgan,Kate Mara,Anya Taylor-Joy,Rose Leslie,Michael Yare,"44,830",Action,Sci-Fi,Sci-Fi,8809407,"3,882",R
1391,Rambo III,Sylvester Stallone,Richard Crenna,Marc de Jonge,Kurtwood Smith,"135,516",Action,Thriller,Thriller,189015611,"3,894",R
1392,Into the Storm,Richard Armitage,Sarah Wayne Callies,Matt Walsh,Max Deacon,"70,075",Action,Drama,Drama,161515959,"4,747",PG-13
1393,Resident Evil: Afterlife,Milla Jovovich,Ali Larter,Wentworth Miller,Kim Coates,"175,190",Action,Sci-Fi,Sci-Fi,300228084,"4,848",R
1394,Skyscraper,Dwayne Johnson,Neve Campbell,Chin Han,Roland Møller,"126,744",Action,Thriller,Thriller,304868961,"4,931",PG-13
1395,Straw Dogs,James Marsden,Kate Bosworth,Alexander Skarsgård,James Woods,"35,160",Action,Thriller,Thriller,11168712,N/A,R
1396,1941,John Belushi,Dan Aykroyd,Treat Williams,Nancy Allen,"35,015",Action,War,War,92455742,N/A,PG
1397,Around the World in 80 Days,Jackie Chan,Steve Coogan,Jim Broadbent,Kathy Bates,"92,250",Action,Comedy,Comedy,72178895,N/A,PG
1398,Sudden Death,Jean-Claude Van Damme,Powers Boothe,Raymond J. Barry,Whittni Wright,"35,836",Action,Thriller,Thriller,64350171,N/A,R
1399,The Green Hornet,Seth Rogen,Jay Chou,Christoph Waltz,Cameron Diaz,"162,536",Action,Crime,Crime,227817248,N/A,PG-13
1400,Striking Distance,Bruce Willis,Sarah Jessica Parker,Dennis Farina,Tom Sizemore,"44,309",Action,Mystery,Mystery,24107867,N/A,R
1401,The Gunman,Sean Penn,Idris Elba,Jasmine Trinca,Javier Bardem,"42,337",Action,Crime,Crime,24177137,N/A,R
1402,Reindeer Games,Ben Affleck,Gary Sinise,Charlize Theron,James Frain,"41,222",Action,Crime,Crime,32168970,N/A,R
1403,Hard to Kill,Steven Seagal,Kelly LeBrock,William Sadler,Frederick Coffin,"31,280",Action,Drama,Drama,47410827,N/A,R
1404,Bulletproof,Damon Wayans,Adam Sandler,James Caan,Jeep Swenson,"39,253",Action,Crime,Crime,22611954,N/A,R
1405,Air America,Mel Gibson,Robert Downey Jr.,Nancy Travis,Ken Jenkins,"29,623",Action,War,War,33461269,N/A,R
1406,Cradle 2 the Grave,Jet Li,DMX,Mark Dacascos,Anthony Anderson,"45,799",Action,Drama,Drama,56489558,N/A,R
1407,Firewall,Harrison Ford,Virginia Madsen,Paul Bettany,Carly Schroeder,"58,718",Action,Thriller,Thriller,82751189,N/A,PG-13
1408,Taxi 3,Samy Naceri,Frédéric Diefenthal,Bernard Farcy,Bai Ling,"44,222",Action,Crime,Crime,65497208,N/A,Not Rated
1409,Samrat Prithviraj,Akshay Kumar,Sanjay Dutt,Ashutosh Rana,Sonu Sood,"53,153",Action,History,History,8568339,N/A,UA
1410,The Three Musketeers,Logan Lerman,Matthew Macfadyen,Ray Stevenson,Milla Jovovich,"109,873",Action,Fantasy,Fantasy,132274484,255,PG-13
1411,Murder Mystery 2,Adam Sandler,Jennifer Aniston,Mark Strong,Mélanie Laurent,"52,681",Action,Crime,Crime,N/A,323,PG-13
1412,The Matrix Resurrections,Keanu Reeves,Carrie-Anne Moss,Yahya Abdul-Mateen II,Jonathan Groff,"261,278",Action,N/A,N/A,157286805,488,R
1413,Escape Room: Tournament of Champions,Taylor Russell,Logan Miller,Deborah Ann Woll,Thomas Cocquerel,"51,806",Action,Horror,Horror,65774490,847,PG-13
1414,G.I,Dwayne Johnson,Channing Tatum,Adrianne Palicki,Lee Byung-hun,"184,471",Action,Sci-Fi,Sci-Fi,375740705,924,PG-13
1415,Mulan,Liu Yifei,Donnie Yen,Gong Li,Jet Li,"152,824",Action,Drama,Drama,69965374,985,PG-13
1416,Memory,Liam Neeson,Guy Pearce,Taj Atwal,Harold Torres,"30,311",Action,Thriller,Thriller,13897255,"1,022",R
1417,Mechanic: Resurrection,Jason Statham,Jessica Alba,Tommy Lee Jones,Michelle Yeoh,"88,547",Action,Crime,Crime,125729635,"1,338",R
1418,G.I,Dennis Quaid,Channing Tatum,Marlon Wayans,Adewale Akinnuoye-Agbaje,"211,941",Action,Sci-Fi,Sci-Fi,302469017,"1,434",PG-13
1419,Planet of the Apes,Mark Wahlberg,Helena Bonham Carter,Tim Roth,Michael Clarke Duncan,"223,647",Action,Sci-Fi,Sci-Fi,362211740,"1,460",PG-13
1420,X-Men: Dark Phoenix,James McAvoy,Michael Fassbender,Jennifer Lawrence,Nicholas Hoult,"194,530",Action,Sci-Fi,Sci-Fi,252442974,"1,746",PG-13
1421,Samaritan,Sylvester Stallone,Javon 'Wanna' Walton,Pilou Asbæk,Dascha Polanco,"50,318",Action,Fantasy,Fantasy,N/A,"1,931",PG-13
1422,Fantastic Four,Ioan Gruffudd,Michael Chiklis,Chris Evans,Jessica Alba,"336,044",Action,Fantasy,Fantasy,333535934,"2,070",PG-13
1423,Bloodshot,Vin Diesel,Eiza González,Sam Heughan,Toby Kebbell,"81,166",Action,Sci-Fi,Sci-Fi,39861118,"2,084",PG-13
1424,Freddy vs,Robert Englund,Ken Kirzinger,Kelly Rowland,Monica Keena,"122,883",Action,N/A,N/A,116643421,"2,134",R
1425,Underworld: Blood Wars,Kate Beckinsale,Theo James,Tobias Menzies,Lara Pulver,"78,388",Action,Fantasy,Fantasy,81093313,"2,216",R
1426,Allegiant,Shailene Woodley,Theo James,Jeff Daniels,Naomi Watts,"127,572",Action,Mystery,Mystery,179246868,"2,484",PG-13
1427,Journey 2: The Mysterious Island,Josh Hutcherson,Dwayne Johnson,Michael Caine,Luis Guzmán,"107,951",Action,Comedy,Comedy,335287748,"2,582",PG
1428,Chaos Walking,Tom Holland,Daisy Ridley,Demián Bichir,David Oyelowo,"52,656",Action,Fantasy,Fantasy,26508132,"2,595",PG-13
1429,Buffy the Vampire Slayer,Kristy Swanson,Donald Sutherland,Paul Reubens,Rutger Hauer,"46,963",Action,Fantasy,Fantasy,16624456,"2,619",PG-13
1430,Pan,Levi Miller,Hugh Jackman,Garrett Hedlund,Rooney Mara,"65,892",Action,Comedy,Comedy,128388320,"2,627",PG
1431,Hitman: Agent 47,Rupert Friend,Hannah Ware,Zachary Quinto,Ciarán Hinds,"93,301",Action,Thriller,Thriller,82347656,"2,761",R
1432,Only God Forgives,Ryan Gosling,Kristin Scott Thomas,Vithaya Pansringarm,Gordon Brown,"115,092",Action,Drama,Drama,10639616,"2,763",R
1433,Lara Croft: Tomb Raider,Angelina Jolie,Jon Voight,Iain Glen,Noah Taylor,"213,802",Action,Fantasy,Fantasy,274703340,"2,896",PG-13
1434,Wrath of the Titans,Sam Worthington,Liam Neeson,Rosamund Pike,Ralph Fiennes,"192,236",Action,Fantasy,Fantasy,301970083,"3,889",PG-13
1435,Fool's Gold,Matthew McConaughey,Kate Hudson,Donald Sutherland,Alexis Dziena,"82,091",Action,Comedy,Comedy,111231041,"3,921",PG-13
1436,Battle Los Angeles,Aaron Eckhart,Michelle Rodriguez,Bridget Moynahan,Ramón Rodríguez,"182,558",Action,Sci-Fi,Sci-Fi,211819354,"3,954",PG-13
1437,Crocodile Dundee II,Paul Hogan,Linda Kozlowski,John Meillon,Ernie Dingo,"59,152",Action,Comedy,Comedy,239606210,"4,363",PG
1438,Gamer,Gerard Butler,Michael C. Hall,Ludacris,Amber Valletta,"137,347",Action,Thriller,Thriller,40828540,"4,461",R
1439,The Darkest Minds,Amandla Stenberg,Mandy Moore,Bradley Whitford,Harris Dickinson,"33,975",Action,Drama,Drama,41142379,"4,486",PG-13
1440,Escape from L.A,Kurt Russell,Steve Buscemi,Stacy Keach,A.J. Langer,"77,608",Action,Sci-Fi,Sci-Fi,25477365,"4,645",R
1441,Poseidon,Richard Dreyfuss,Kurt Russell,Emmy Rossum,Josh Lucas,"107,359",Action,Thriller,Thriller,181674817,"4,660",PG-13
1442,The Do-Over,Adam Sandler,David Spade,Paula Patton,Kathryn Hahn,"48,900",Action,Comedy,Comedy,N/A,"4,720",TV-MA
1443,Sabotage,Arnold Schwarzenegger,Sam Worthington,Terrence Howard,Olivia Williams,"64,891",Action,Drama,Drama,22126842,"4,782",R
1444,Gemini Man,Will Smith,Mary Elizabeth Winstead,Clive Owen,Benedict Wong,"116,751",Action,Thriller,Thriller,173469516,"4,950",PG-13
1445,Cutthroat Island,Geena Davis,Matthew Modine,Frank Langella,Maury Chaykin,"29,335",Action,Comedy,Comedy,10017322,N/A,PG-13
1446,Cooties,Elijah Wood,Rainn Wilson,Alison Pill,Jack McBrayer,"27,196",Action,Horror,Horror,485544,N/A,R
1447,Priest,Paul Bettany,Cam Gigandet,Maggie Q,Karl Urban,"121,873",Action,Horror,Horror,78309505,N/A,PG-13
1448,Bullet to the Head,Sylvester Stallone,Jason Momoa,Christian Slater,Sung Kang,"51,157",Action,Thriller,Thriller,21947209,N/A,R
1449,Mighty Joe Young,Bill Paxton,Charlize Theron,Rade Serbedzija,Peter Firth,"29,975",Action,Family,Family,50632037,N/A,PG
1450,Race to Witch Mountain,Dwayne Johnson,Carla Gugino,AnnaSophia Robb,Alexander Ludwig,"61,397",Action,Family,Family,106387141,N/A,PG
1451,Hudson Hawk,Bruce Willis,Danny Aiello,Andie MacDowell,James Coburn,"58,201",Action,Comedy,Comedy,17218080,N/A,R
1452,Beckett,John David Washington,Boyd Holbrook,Vicky Krieps,Alicia Vikander,"27,270",Action,Drama,Drama,N/A,N/A,TV-MA
1453,Close,Noomi Rapace,Olivia Jewson,Abdellatif Chaouqi,Sophie Nélisse,"25,933",Action,Thriller,Thriller,60040,N/A,TV-MA
1454,Ben-Hur,Jack Huston,Toby Kebbell,Rodrigo Santoro,Nazanin Boniadi,"45,399",Action,Romance,Romance,94061311,N/A,PG-13
1455,Drillbit Taylor,Owen Wilson,Josh Peck,Alex Frost,Nate Hartley,"61,446",Action,Crime,Crime,49944325,N/A,PG-13
1456,Red Planet,Val Kilmer,Carrie-Anne Moss,Tom Sizemore,Benjamin Bratt,"59,047",Action,Thriller,Thriller,33463969,N/A,PG-13
1457,Money Train,Wesley Snipes,Woody Harrelson,Jennifer Lopez,Robert Blake,"42,103",Action,Crime,Crime,35431113,N/A,R
1458,Nowhere to Run,Jean-Claude Van Damme,Rosanna Arquette,Kieran Culkin,Ted Levine,"25,245",Action,Romance,Romance,22189039,N/A,R
1459,Bandidas,Penélope Cruz,Salma Hayek,Steve Zahn,Dwight Yoakam,"36,373",Action,Crime,Crime,18381890,N/A,PG-13
1460,The Art of War,Wesley Snipes,Donald Sutherland,Maury Chaykin,Anne Archer,"30,418",Action,Crime,Crime,40400425,N/A,R
1461,Armored,Columbus Short,Matt Dillon,Laurence Fishburne,Jean Reno,"31,338",Action,Thriller,Thriller,22942221,N/A,PG-13
1462,The Mother,Jennifer Lopez,Lucy Paez,Omari Hardwick,Joseph Fiennes,"30,744",Action,N/A,N/A,N/A,13,R
1463,The Meg,Jason Statham,Bingbing Li,Rainn Wilson,Cliff Curtis,"180,528",Action,Sci-Fi,Sci-Fi,530517320,199,PG-13
1464,Jurassic World: Dominion,Chris Pratt,Bryce Dallas Howard,Laura Dern,Sam Neill,"184,017",Action,Sci-Fi,Sci-Fi,1001978080,294,PG-13
1465,Strange World,Jake Gyllenhaal,Jaboukie Young-White,Gabrielle Union,Dennis Quaid,"40,167",Animation,Adventure,Adventure,73621640,742,PG
1466,Transformers: Age of Extinction,Mark Wahlberg,Nicola Peltz Beckham,Jack Reynor,Stanley Tucci,"321,058",Action,Sci-Fi,Sci-Fi,1104054072,884,PG-13
1467,Beast,Liyabuya Gongo,Martin Munro,Daniel Hadebe,Thapelo Sebogodi,"34,125",Action,Drama,Drama,59095809,"1,128",R
1468,R.I.P.D,Ryan Reynolds,Jeff Bridges,Mary-Louise Parker,Kevin Bacon,"139,686",Action,Comedy,Comedy,78324220,"1,524",PG-13
1469,Men in Black: International,Chris Hemsworth,Tessa Thompson,Kumail Nanjiani,Rebecca Ferguson,"139,584",Action,Comedy,Comedy,253890701,"1,588",PG-13
1470,Last Seen Alive,Gerard Butler,Jaimie Alexander,Russell Hornsby,Ethan Embry,"25,447",Action,Thriller,Thriller,5950199,"1,600",R
1471,Charlie's Angels,Cameron Diaz,Drew Barrymore,Lucy Liu,Bill Murray,"191,242",Action,Comedy,Comedy,264105545,"1,718",PG-13
1472,Pixels,Adam Sandler,Kevin James,Michelle Monaghan,Peter Dinklage,"150,626",Action,Fantasy,Fantasy,244874809,"1,902",PG-13
1473,The Pacifier,Vin Diesel,Brittany Snow,Max Thieriot,Brad Garrett,"97,625",Action,Drama,Drama,198636868,"2,142",PG
1474,Spy Kids,Alexa PenaVega,Daryl Sabara,Antonio Banderas,Carla Gugino,"121,813",Action,Comedy,Comedy,147934180,"2,143",PG
1475,Hulk,Eric Bana,Jennifer Connelly,Sam Elliott,Josh Lucas,"272,751",Action,N/A,N/A,245285165,"2,191",PG-13
1476,You Don't Mess with the Zohan,Adam Sandler,John Turturro,Emmanuelle Chriqui,Nick Swardson,"207,653",Action,N/A,N/A,204313400,"2,475",PG-13
1477,Alexander,Colin Farrell,Anthony Hopkins,Rosario Dawson,Angelina Jolie,"172,932",Action,Drama,Drama,167298192,"2,598",R
1478,Assassin's Creed,Michael Fassbender,Marion Cotillard,Jeremy Irons,Brendan Gleeson,"203,153",Action,Sci-Fi,Sci-Fi,240697856,"2,752",PG-13
1479,The Dark Tower,Idris Elba,Matthew McConaughey,Tom Taylor,Dennis Haysbert,"141,987",Action,Fantasy,Fantasy,113231078,"3,066",PG-13
1480,Alien vs,Sanaa Lathan,Lance Henriksen,Raoul Bova,Ewen Bremner,"205,693",Action,Horror,Horror,177427090,"3,068",PG-13
1481,Pacific Rim: Uprising,John Boyega,Scott Eastwood,Cailee Spaeny,Burn Gorman,"121,308",Action,Fantasy,Fantasy,290930148,"3,170",PG-13
1482,Wild Card,Jason Statham,Michael Angarano,Dominik Garcia,Milo Ventimiglia,"57,777",Action,Drama,Drama,6738764,"3,208",R
1483,Judge Dredd,Sylvester Stallone,Armand Assante,Rob Schneider,Jürgen Prochnow,"121,279",Action,Sci-Fi,Sci-Fi,113493481,"3,516",R
1484,Fantastic Four: Rise of the Silver Surfer,Ioan Gruffudd,Jessica Alba,Chris Evans,Michael Chiklis,"271,181",Action,Fantasy,Fantasy,301913131,"3,574",PG
1485,Johnny Mnemonic,Keanu Reeves,Dolph Lundgren,Dina Meyer,Ice-T,"73,962",Action,Sci-Fi,Sci-Fi,19075720,"3,926",R
1486,The Specialist,Sylvester Stallone,Sharon Stone,James Woods,Rod Steiger,"67,921",Action,Thriller,Thriller,170362582,"4,005",R
1487,Machete Kills,Danny Trejo,Alexa PenaVega,Mel Gibson,Jessica Alba,"80,687",Action,Thriller,Thriller,17537186,"4,016",R
1488,Timeline,Paul Walker,Gerard Butler,Billy Connolly,Frances O'Connor,"64,537",Action,Sci-Fi,Sci-Fi,43935763,"4,048",PG-13
1489,The Ice Road,Liam Neeson,Marcus Thomas,Laurence Fishburne,Amber Midthunder,"43,946",Action,Thriller,Thriller,7502846,"4,166",PG-13
1490,Hold the Dark,Jeffrey Wright,Alexander Skarsgård,James Badge Dale,Riley Keough,"38,909",Action,Drama,Drama,N/A,"4,171",TV-MA
1491,The Marksman,Katheryn Winnick,Liam Neeson,Teresa Ruiz,Juan Pablo Raba,"40,143",Action,Thriller,Thriller,23076711,"4,273",PG-13
1492,Jolt,Kate Beckinsale,Jai Courtney,Stanley Tucci,Bobby Cannavale,"33,210",Action,Crime,Crime,238524,"4,682",R
1493,Jay and Silent Bob Reboot,Joey Lauren Adams,Ben Affleck,Fred Armisen,Diedrich Bader,"27,152",Action,Comedy,Comedy,4691248,"4,736",R
1494,Raw Deal,Arnold Schwarzenegger,Kathryn Harrold,Sam Wanamaker,Paul Shenar,"35,932",Action,Thriller,Thriller,16209459,"4,863",R
1495,Double Impact,Jean-Claude Van Damme,Geoffrey Lewis,Alonna Shaw,Corinna Everson,"42,326",Action,N/A,N/A,30102717,"4,879",R
1496,National Security,Martin Lawrence,Steve Zahn,Colm Feore,Bill Duke,"52,480",Action,Crime,Crime,50097949,N/A,PG-13
1497,Brick Mansions,Paul Walker,David Belle,RZA,Goûchy Boy,"43,267",Action,Thriller,Thriller,71416730,N/A,PG-13
1498,Brahmastra Part One: Shiva,Amitabh Bachchan,Ranbir Kapoor,Alia Bhatt,Nagarjuna Akkineni,"108,587",Action,Fantasy,Fantasy,50164785,N/A,M
1499,Chain Reaction,Keanu Reeves,Morgan Freeman,Rachel Weisz,Fred Ward,"54,075",Action,Sci-Fi,Sci-Fi,60209334,N/A,PG-13
1500,The Skulls,Joshua Jackson,Paul Walker,Hill Harper,Leslie Bibb,"33,011",Action,Drama,Drama,50802120,N/A,PG-13
1501,MacGruber,Will Forte,Kristen Wiig,Val Kilmer,Ryan Phillippe,"46,388",Action,N/A,N/A,9322895,N/A,R
1502,Survivor,Milla Jovovich,Pierce Brosnan,Dylan McDermott,Paddy Wallace,"34,682",Action,Thriller,Thriller,3638976,N/A,PG-13
1503,Bad Company,Anthony Hopkins,Chris Rock,Matthew Marsh,Gabriel Macht,"49,021",Action,Thriller,Thriller,66200782,N/A,PG-13
1504,The Pink Panther 2,Steve Martin,Jean Reno,Emily Mortimer,Andy Garcia,"46,681",Action,Comedy,Comedy,76025134,N/A,PG
1505,Sleepless,Jamie Foxx,Michelle Monaghan,Dermot Mulroney,Gabrielle Union,"33,409",Action,N/A,N/A,32917353,N/A,R
1506,Exit Wounds,Steven Seagal,DMX,Isaiah Washington,Anthony Anderson,"36,197",Action,Thriller,Thriller,79958599,N/A,R
1507,Fire with Fire,Josh Duhamel,Bruce Willis,Rosario Dawson,Vincent D'Onofrio,"27,087",Action,N/A,N/A,2500277,N/A,R
1508,12 Rounds,John Cena,Ashley Scott,Aidan Gillen,Steve Harris,"29,705",Action,Thriller,Thriller,17280326,N/A,PG-13
1509,The Quest,Jean-Claude Van Damme,Roger Moore,James Remar,Janet Gunn,"27,046",Action,Drama,Drama,57400547,N/A,PG-13
1510,The Contract,John Cusack,Morgan Freeman,Jamie Anderson,Alice Krige,"25,554",Action,Drama,Drama,5549200,N/A,R
1511,Metro,Eddie Murphy,Michael Rapaport,Kim Miyori,Art Evans,"28,332",Action,Crime,Crime,32000301,N/A,R
1512,Once There Was a Tiger,Salman Khan,Katrina Kaif,Girish Karnad,Roshan Seth,"36,238",Action,Romance,Romance,5543117,N/A,Not Rated
1513,Bang Bang,Hrithik Roshan,Katrina Kaif,Pawan Malhotra,Danny Denzongpa,"25,075",Action,Comedy,Comedy,42045981,N/A,Not Rated
1514,Baywatch,Dwayne Johnson,Zac Efron,Alexandra Daddario,Priyanka Chopra Jonas,"193,581",Action,Crime,Crime,177856751,414,R
1515,Willy's Wonderland,Nicolas Cage,Emily Tosta,Beth Grant,Ric Reitz,"32,987",Action,Horror,Horror,457144,"1,174",16+
1516,The Scorpion King,Dwayne Johnson,Steven Brand,Michael Clarke Duncan,Kelly Hu,"141,944",Action,Fantasy,Fantasy,180630907,"2,085",PG-13
1517,The Core,Aaron Eckhart,Hilary Swank,Delroy Lindo,Bruce Greenwood,"104,261",Action,Sci-Fi,Sci-Fi,73498611,"2,160",PG-13
1518,The 355,Jessica Chastain,Penélope Cruz,Bingbing Fan,Diane Kruger,"33,083",Action,N/A,N/A,27827745,"2,254",PG-13
1519,Your Highness,Danny McBride,Natalie Portman,James Franco,Rasmus Hardiker,"102,883",Action,Comedy,Comedy,28013733,"2,571",R
1520,George of the Jungle,Brendan Fraser,Leslie Mann,Thomas Haden Church,Richard Roundtree,"81,670",Action,Comedy,Comedy,174463257,"2,626",PG
1521,The Cloverfield Paradox,Gugu Mbatha-Raw,David Oyelowo,Daniel Brühl,John Ortiz,"108,937",Action,Horror,Horror,N/A,"2,731",PG-13
1522,Green Lantern,Ryan Reynolds,Blake Lively,Peter Sarsgaard,Mark Strong,"289,921",Action,Sci-Fi,Sci-Fi,219851172,"2,754",PG-13
1523,Sweet Girl,Jason Momoa,Isabela Merced,Manuel Garcia-Rulfo,Adria Arjona,"33,488",Action,Thriller,Thriller,N/A,"3,070",R
1524,Beverly Hills Cop III,Eddie Murphy,Jon Tenney,Joey Travolta,Eugene Collier,"84,256",Action,Crime,Crime,119208989,"3,095",R
1525,Resident Evil: The Final Chapter,Milla Jovovich,Iain Glen,Ali Larter,Shawn Roberts,"97,419",Action,Sci-Fi,Sci-Fi,312242626,"3,479",R
1526,Snakes on a Plane,Samuel L. Jackson,Julianna Margulies,Nathan Phillips,Rachel Blanchard,"141,986",Action,Crime,Crime,62022014,"3,553",R
1527,Seventh Son,Ben Barnes,Julianne Moore,Jeff Bridges,Alicia Vikander,"79,005",Action,Fantasy,Fantasy,114178613,"3,649",PG-13
1528,Volcano,Tommy Lee Jones,Anne Heche,Gaby Hoffmann,Don Cheadle,"79,044",Action,Sci-Fi,Sci-Fi,122823468,"3,658",PG-13
1529,Eight Legged Freaks,David Arquette,Kari Wuhrer,Scott Terra,Scarlett Johansson,"58,769",Action,Comedy,Comedy,45867333,"4,120",PG-13
1530,Virtuosity,Denzel Washington,Russell Crowe,Kelly Lynch,Stephen Spinella,"31,205",Action,Sci-Fi,Sci-Fi,24047675,"4,188",R
